japaneseChar	simpChineseChar	tradChineseChar	pinyin	kunyomi	onyomi	englishMeaning
賤	贱	賤	jiàn	いやしい,しず	セン,ゼン	mean, low; cheap, worthless
践	践	踐	jiàn	ふむ	セン	trample, tread upon, walk on
鑑	鉴	鑑	jiàn	かがみ,かんがみる	カン,ケン,ガン	mirror, looking glass; reflect
鍵	键	鍵	jiàn	かぎ	ケン,コン,ゲン,ゴン	door bolt, lock bolt; key
餞	饯	餞	jiàn	はなむけ	セン,ゼン	farewell party; see off, send off
倹	俭	儉	jiǎn	つずまやか,つづまやか,つましい	ケン	temperate, frugal, economical
減	减	減	jiǎn	へる,へらす	ゲン,カン	decrease, subtract, diminish
剪	剪	剪	jiǎn	きる,たつ	セン	scissors; cut, divide, separate
堿	碱	鹼	jiǎn		カン,コン	salty
揀	拣	揀	jiǎn	えらぶ	カン,ケン,レン	choose; select; pick up; gather
撿	捡	撿	jiǎn	こまねく,くくる,さぐる,しらべる,とりしまる,みまわる	レン,ケン	to pick up
柬	柬	柬	jiǎn	えらぶ,てがみ	カン,ケン	letter, invitation; choose
検	检	檢	jiǎn	しらべる	ケン	check; examine
瞼	睑	瞼	jiǎn	まぶた	ケン	eyelid
筧	笕	筧	jiǎn	かけい,かけひ	ケン	bamboo water pipe
簡	简	簡	jiǎn	ふだ,えらぶ	カン,ケン	simple, terse, succinct; letter
繭	茧	繭	jiǎn	まゆ	ケン	cocoon; callus, blister
兼	兼	兼	jiān	かねる,かねて	ケン	unite, combine; connect; and
堅	坚	堅	jiān	かたい,かたく	ケン	hard, strong, firm; resolute
奸	奸	奸	jiān	おかす	カン,ケン	crafty, villainous, false
尖	尖	尖	jiān	とがる,するどい,さき	セン	sharp, pointed, acute, keen
殲	歼	殲	jiān	つくす,ほろぼす,つきる	セン	annihilate, wipe out, kill off
煎	煎	煎	jiān	いる,にる	セン	fry in fat or oil; boil in water
監	监	監	jiān	みる	カン	supervise, control, direct
箋	笺	箋	jiān	ふだ	セン	note, memo; stationery; comments
肩	肩	肩	jiān	かた	ケン,カン,コン	shoulders; to shoulder; bear
艱	艰	艱	jiān	なやむ,かたい	カン,ケン	difficult, hard; distressing
菅	菅	菅	jiān	すげ,かや	カン,ケン	coarse grass, Themedia forskalii
間	间	間	jiān	あいだ,ま,しずか,ひそかに,へだてる	カン,ケン,カツ,ゲツ	interval, space; place, between
鰹	鲣	鰹	jiān	かつお	ケン	skipjack, bonito
匠	匠	匠	jiàng	たくみ	ショウ,ゾウ	craftsman, artisan; workman
醬	酱	醬	jiàng	ひしお	ショウ	any jam-like or paste-like food
降	降	降	jiàng	おりる,ふる,たぐる,おろす,くだす,くだる	コウ	descend, fall, drop; lower, down
奨	奖	獎	jiǎng	すすめる,すすめるすすむ	ショウ,ソウ	prize, reward; give award to
槳	桨	槳	jiǎng	かじ,えだ,かい	ショウ,ソウ	oar, paddle
蔣	蒋	蔣	jiǎng	まこも,はげます	ショウ,ソウ	surname; Hydropyrum latifolium
蒋	蒋	蔣	jiǎng	まこも,はげます,かつぎ,こも,まさ	ショウ,ソウ	surname; Hydropyrum latifolium
講	讲	講	jiǎng	こう,はかる,はなしあう	コウ	explain; discuss; talk
僵	僵	僵	jiāng	たおれる,たおす	キョウ,コウ	stiff and motionless, stock still
姜	姜	姜	jiāng	つよい	キョウ,コウ	surname; ginger
将	将	將	jiāng	ひきいる,もって,まさに,うける,おこなう,はた	ショウ,ソウ	will, going to, future; general
江	江	江	jiāng	え,うみ	コウ,ゴウ	large river; the Yangzi; surname
漿	浆	漿	jiāng	こんず	ショウ,ソウ	any thick fluid; starch; broth
畺	疆	疆	jiāng	さかい	キョウ,コウ	boundary, border
叫	叫	叫	jiào	さけぶ,よぶ	キョウ	cry, shout; hail, greet, call
教	教	教	jiào	おしえる,おしえ,おそわる,しむ	キョウ,コウ	teach, class
較	较	較	jiào	くらべる	カク,コウ	compare; comparatively, more
轎	轿	轎	jiào	かご,やまかご	キョウ	sedan-chair, palanquin
酵	酵	酵	jiào	もと	コウ,キョウ	yeast, leaven
僥	侥	僥	jiǎo	ねがう,もとめる	キョウ,ギョウ	be lucky; by chance, by luck
剿	剿	剿	jiǎo	たつ,とる,かすめる	ショウ,ソウ	destroy, exterminate, annihilate
攪	搅	攪	jiǎo	みだす	カク,コウ,キョウ,ギョウ	disturb, agitate, stir up
狡	狡	狡	jiǎo	ずるい,わるがしこ,わるがしこい	コウ,キョウ	cunning, deceitful, treacherous
矯	矫	矯	jiǎo	いつわる,ためる	キョウ	correct, rectify, straighten out
絞	绞	絞	jiǎo	しめる,しぼる,しまる,くびる	コウ,キョウ,ギョウ	twist, wring; intertwine; winch
繳	缴	繳	jiǎo	かえす,あらそう,いと,おさめる,まつわる,まとう,むかばき,もとる	シャク,キョウ,カク,ギャク	deliver, submit; hand over
脚	脚	腳	jiǎo	あし	キャク,キャ,カク	leg, foot; base, leg, foundation
角	角	角	jiǎo	つの,かど,すみ,きそう,くらべる	カク,ロク,コク	horn; angle, corner; point; Kangxi radical 148; 1st lunar mansion, determinative star Spica
餃	饺	餃	jiǎo	あめ	コウ,キョウ	stuffed dumplings
交	交	交	jiāo	まじわる,まじる,かう,まじえる,まざる,まぜる,かわす,こもごも	コウ,キョウ	mix; intersect; exchange, communicate; deliver
嬌	娇	嬌	jiāo	なまめかしい	キョウ	seductive and loveable; tender
椒	椒	椒	jiāo	はじかみ	ショウ	pepper, spices
澆	浇	澆	jiāo	そそぐ,うすい	ギョウ,リョウ,ニョウ,ゴウ,キョウ,ロウ,ドウ	spray, water, sprinkle
焦	焦	焦	jiāo	こげる,あせる,こがす,こがれる	ショウ,シュウ,シュ	burned, scorched; anxious, vexed
礁	礁	礁	jiāo	かくれいわ	ショウ	reef; jetty; submerged rocks
膠	胶	膠	jiāo	にかわ	コウ,キョウ,ドウ,ニョウ,ゴウ	glue, gum, resin, rubber
蕉	蕉	蕉	jiāo	きあさ,こげる	ショウ	banana; plantain
蛟	蛟	蛟	jiāo	みずち	コウ,キョウ	scaly dragon with four legs
郊	郊	郊	jiāo	まつる,いなか	コウ	suburbs; waste land, open spaces
驕	骄	驕	jiāo	おごる	キョウ,ク	spirited horse; haughty
鮫	鲛	鮫	jiāo	さめ,みずち	コウ,キョウ	shark
傑	杰	傑	jié	すぐれる	ケツ	hero; outstanding, remarkable
劫	劫	劫	jié	おびやかす	ゴウ,キョウ,コウ	take by force, coerce; disaster
截	截	截	jié	たつ,きる	セツ,ゼチ	cut off, stop, obstruct, intersect
捷	捷	捷	jié	かつ,はやい	ショウ,ソウ	win, victory, triumph
桔	桔	桔	jié	はねつるべ	キツ,ケツ,ケチ,ゲチ	Chinese bellflower; well-swept; the inner fibers of corn-stalks
潔	洁	潔	jié	いさぎょい,いさぎよい	ケツ,ケチ	clean, purify, pure
睫	睫	睫	jié	まつげ	ショウ	eyelashes
竭	竭	竭	jié	つきる,つくす	ケツ,ゲチ	put forth great effort; exhaust
節	节	節	jié	ふし,みさお,のっと	セツ,セチ	knot, node, joint; section; hexagram ䷻
結	结	結	jié	むすぶ,ゆう,むすび,ゆわえる	ケツ,ケイ,ケチ,ゲイ	knot, tie; join, connect
詰	诘	詰	jié	つめる,なじる,つまる,つむ	キツ,キチ,ケツ,ケチ	question, interrogate
介	介	介	jiè	たすける,すけ,こうら,よろい	カイ	forerunner, herald, harbinger; to lie between; sea shell; to wear armor
借	借	借	jiè	かりる,かり,たとい	シャク,シャ,セキ	borrow; lend; make pretext of
届	届	屆	jiè	とどける,とどく,とどけ	カイ	numerary adjunct for time, term
戒	戒	戒	jiè	いましめる,いましめ	カイ	warn, caution, admonish
界	界	界	jiè	さかい	カイ	boundary, limit; domain; society; the world
芥	芥	芥	jiè	からし,あくた	カイ,ケ,カツ,ケチ	mustard plant; mustard; tiny
誡	诫	誡	jiè	いましめる,いましめ	カイ	warn, admonish; warning
姐	姐	姐	jiě	あね,あねご	ソ,シャ,シ,ショ,セ	elder sister, young lady
解	解	解	jiě	とく,とける,さとる,とかす	カイ,ゲ	loosen, unfasten, untie; explain; hexagram ䷧
接	接	接	jiē	つぐ,まじわる	セツ,ショウ,キョウ,ソウ	receive; continue; catch; connect
掲	揭	揭	jiē	かかげる	ケイ,ケツ,ゲツ,テイ,カツ,ケチ	to set (a table); to install, equip; to lay (a foundation)
皆	皆	皆	jiē	みな	カイ,キ	all, every, everybody
街	街	街	jiē	まち	ガイ,カイ,キ	street, road, thoroughfare
階	阶	階	jiē	きざはし,はしご,しな	カイ	stairs, steps; rank, degree
勁	劲	勁	jìn	つよい	ケイ,キョウ	strong, unyielding, tough, powerful
晋	晋	晉	jìn	すすむ	シン	advance, increase; promote
浸	浸	浸	jìn	ひたす,ひたる,やや	シン	soak, immerse, dip, percolate
禁	禁	禁	jìn	とどめる,たえる	キン,コン,ゴン	restrict, prohibit, forbid
近	近	近	jìn	ちかい,ちかづく	キン,コン,ゴン	near, close; approach; intimate
進	进	進	jìn	すすむ,すすめる,じょう	シン,ジン	advance, make progress, enter
僅	仅	僅	jǐn	わずかに,わずか	キン,ギン	only, merely, solely, just
尽	尽	盡	jǐn	つくす,つきる,ことごとく,つかす	ジン	exhaust, use up; deplete
緊	紧	緊	jǐn	ちじむ,きびしい	キン	tense, tight, taut; firm, secure
菫	菫	菫	jǐn	すみれ	キン	celery, aconite
謹	谨	謹	jǐn	つつしむ	キン,コン,ゴン	prudent, cautious; attentive
錦	锦	錦	jǐn	にしき	キン,コン	brocade, tapestry; embroidered
今	今	今	jīn	いま	コン,キン	now, today, modern era
巾	巾	巾	jīn	ふきん,おおい,はば,きれ,ちきり	キン,コン	kerchief; towel; turban; Kangxi radical 50
斤	斤	斤	jīn	おの	キン,コン	a catty (approximately 600 g); an axe; keen, shrewd; Kangxi radical 69
津	津	津	jīn	つ	シン	ferry; saliva; ford
筋	筋	筋	jīn	すじ	キン,コン,ケン,ゲン,ゴン	muscles; tendons
衿	襟	襟	jīn	えり	キン,コン,ゴン,ゲン,ケン	collar or lapel of garment
襟	襟	襟	jīn	えり	キン,コン	lapel, collar
金	金	金	jīn	かね,かな	キン,コン,ゴン	gold; metals in general; money; Kangxi radical 167
凈	净	淨	jìng	ひややかなさま	ソウ,ショウ	clean, pure; cleanse
境	境	境	jìng	さかい	キョウ,ケイ	boundary, frontier; area, region
径	径	徑	jìng	こみち,みち,さしわたし,ただちに	ケイ	narrow path; diameter; direct
敬	敬	敬	jìng	うやまう,つつしむ	ケイ,キョウ	respect, honor; respectfully
競	竞	競	jìng	きそう,せる,あらそう	キョウ,ケイ,ギョウ	contend, vie, compete
脛	胫	脛	jìng	すね,はぎ	ケイ,ギョウ,コウ,キョウ	shinbone; calf of leg
鏡	镜	鏡	jìng	かがみ	キョウ,ケイ	mirror; lens; glass; glasses
靖	靖	靖	jìng	やすい,やすんじる,やす	セイ,ジョウ	pacify; appease; calm, peaceful
静	静	靜	jìng	しずか,しずめる,しずまる,しず	セイ,ジョウ	quiet, still, motionless; gentle
竟	竟	竟	jìng	おわる,わたる,ついに	ケイ,キョウ	finally, after all, at last
井	井	井	jǐng	い,いど	セイ,ショウ	well, mine shaft, pit; surname; 22nd lunar mansion, determinative star μ Geminorum (Tejat); hexagram ䷯
憬	憬	憬	jǐng	さとる	ケイ,キョウ	rouse, awaken; become conscious
景	景	景	jǐng	けしき,かげ,ひかり	ケイ,エイ,キョウ,ヨウ	scenery, view; conditions
警	警	警	jǐng	いましめる,いましめ	ケイ,キョウ	guard, watch; alert, alarm
阱	阱	阱	jǐng	あな,おとしあな	セイ,ジョウ	pitfall, trap, snare
頸	颈	頸	jǐng	くび	ケイ,キョウ,ギョウ	neck, throat
京	京	京	jīng	みやこ	キョウ,ケイ,キン,ゲン	capital city
兢	兢	兢	jīng	おそれる,つつしむ	キョウ,コウ,ゴウ	fearful, cautious, wary
驚	惊	驚	jīng	おどろく,おどろかす	キョウ,ケイ	frighten, surprise, startle
晶	晶	晶	jīng	あきらか	ショウ,セイ	crystal; clear, bright; radiant
睛	睛	睛	jīng	ひとみ	セイ,ショウ	eyeball; pupil of eye
精	精	精	jīng	しらげよね,くわしい,こころ	セイ,ショウ	essence; semen; spirit
経	经	經	jīng	へる,たていと,つね,たつ,のり,はかる	ケイ,キョウ,キン	classic works; pass through
茎	茎	莖	jīng	くき	ケイ,コウ,ヨウ	stem, stalk
荊	荆	荊	jīng	いばら,むち	ケイ,キョウ	thorns; brambles; my wife; cane
鯨	鲸	鯨	jīng	くじら	ゲイ,ケイ,ギョウ,キョウ,ゴウ	whale
炯	炯	炯	jiǒng	あきらか	ケイ,キョウ,ギョウ	bright, brilliant, clear; hot
窘	窘	窘	jiǒng	くるしむ,たしなめる	キン,ゴン,ギ,キ,クン,グン	embarrassed; hard-pressed
厩	厩	廄	jiù	うまや	キュウ	stable; barnyard
就	就	就	jiù	つく,つける,なす,なる,ついて,ついては	シュウ,ジュ	just, simply; to come, go to; to approach, near
救	救	救	jiù	すくう,すくい	キュウ,グ,ク	save, rescue, relieve; help, aid
旧	旧	舊	jiù	ふるい,もと	キュウ,グ	old, ancient; former, past
臼	臼	臼	jiù	うす	キュウ,グ,ホウ,ブ	mortar; bone joint socket; Kangzi radical 134
舅	舅	舅	jiù	しゅうと	キュウ,グ	mother's brother, uncle
鷲	鹫	鷲	jiù	わし	シュウ,ジュ	condor, vulture
久	久	久	jiǔ	ひさしい	キュウ,ク	long time (ago); time passage, grow late
九	九	九	jiǔ	ここのつ,ここの	キュウ,ク,グ	nine
玖	九	九	jiǔ		キュウ,ク	black-colored jade
灸	灸	灸	jiǔ	やいと	キュウ	cauterize with moxa; moxibustion
酒	酒	酒	jiǔ	さけ,さか	シュ,シュウ	wine, spirits, liquor, alcoholic beverage
韮	韭	韭	jiǔ	にら	キョウ,ク,キュウ	scallion, leek
究	究	究	jiū	きわめる,きわまる	キュウ,ク	examine, investigate
糾	纠	糾	jiū	あざなう,ただす	キュウ,キョウ	investigate, inspect
赳	赳	赳	jiū	はたらき	キュウ	grand, valiant
鳩	鸠	鳩	jiū	はと,あつめる	キュウ,ク,チ,ジ,グ	pigeon, dove; collect, assemble
局	局	局	jú	つぼね,しきる	キョク	bureau, office; circumstance
橘	橘	橘	jú	たちばな	キツ,キチ	orange, tangerine
菊	菊	菊	jú	きくのはな,きく	キク	chrysanthemum
俱	俱	俱	jù	ともに	ク,グ	all, together; accompany
具	具	具	jù	そなえる,そなえ,つぶさに,そなわる	グ,ク	tool, implement; draw up, write
劇	剧	劇	jù	はげしい	ゲキ,ケキ,ギャク	theatrical plays, opera, drama
句	句	句	jù		ク,コウ,グ,キュウ	sentence
巨	巨	巨	jù	おおきい	キョ,ゴ,コ	large, great, enormous; chief
惧	惧	懼	jù	おそれる	ク,グ	fear, be afraid of, dread
拒	拒	拒	jù	こばむ,ふせぐ	キョ,ク,ゴ	ward off with hand, defend
据	据	據	jù	すえる,すえ,すわる,よる	キョ,コ	to occupy, take possession of; a base, position
聚	聚	聚	jù	あつまる,あつめる	シュウ,シュ,ジュ	assemble, meet together, collect
距	距	距	jù	けずめ,たがう,へだてる,けづめ	キョ	distance; bird's spur
鋸	锯	鋸	jù	のこぎり	キョ,コ	a saw; to saw; amputate
挙	举	舉	jǔ	あげる,あがる,こぞる,こぞって	キョ,コ	raise, lift up; recommend
咀	咀	咀	jǔ	かむ	ソ,ショ,ジョ	suck; chew, masticate
沮	沮	沮	jǔ	はばむ	ショ,ソ,セン,ゾ	stop, prevent; defeated, dejected
矩	矩	矩	jǔ	さしがね,かねざし,のり,かね	ク	carpenter's square, ruler, rule
居	居	居	jū	いる,おる,おく,いながら	キョ,キ,コ	live, dwell, reside, sit
拘	拘	拘	jū	とどめる,とらえる,かかわる,とらわれる	コウ,ク,キョ,ゴ,キョク,コク	restrain, seize, detain
掬	掬	掬	jū	すくう,むすぶ	キク,コク	to grasp or hold with both hands
狙	狙	狙	jū	ねらう	ショ,ソ	an ape, monkey; to spy, watch for; to lie
裾	裾	裾	jū	すそ	キョ,コ,ゴ	lapel, border of garment; skirt
鞠	鞠	鞠	jū	まり	キク,キョウ,コク,キュウ,ク	bow, bend; rear, raise, nourish
駒	驹	駒	jū	こま	ク	colt; fleet, swift; sun; surname
倦	倦	倦	juàn	つかれる,うむ	ケン,ゲン	be tired of, weary
眷	眷	眷	juàn	かえりみる	ケン	take interest in, care for
絹	绢	絹	juàn	きぬ	ケン	kind of thick stiff silk
捲	卷	卷	juǎn	まく,まき	ケン,ゲン,カン	curl, roll up; curly, rolled up
娟	娟	娟	juān	あでやか,しなやか,こびる	ケン,エン	beautiful, graceful
捐	捐	捐	juān	すてる,あたえる	エン,ケン	contribute; give up, renounce
倔	倔	倔	jué	つよい	クツ	stubborn, obstinate, intransigent; firm
決	决	決	jué	きめる,さく,きまる,きまり,きめ,けっして	ケツ,エツ,ケイ,エチ,ケチ	decide, determine, judge
厥	厥	厥	jué	その,それ	ケツ,クツ,カチ,クチ	personal pronoun he, she, it
嚼	嚼	嚼	jué	かむ	シャク,ザク,ショウ,ジョウ	prattle, be glib
掘	掘	掘	jué	ほる	クツ,コツ,グチ,ケツ,ガチ,ゴチ,セツ	dig, excavate; excavate cave
爵	爵	爵	jué	さかずき	シャク	feudal title or rank
絶	绝	絕	jué	たえる,たつ,たやす,はなはだ,わたる	ゼツ,セツ	cut
蕨	蕨	蕨	jué	わらび	ケツ,カチ	Pteris aquilina, common bracken
覚	觉	覺	jué	おぼえる,さます,さとる,さめる,さとり	カク,コウ	to wake up from sleep; conscious
訣	诀	訣	jué	わかれる,わかれ	ケツ,ケイ,ケチ,ケ	take leave of, bid farewell
俊	俊	俊	jùn	すぐれる	シュン	talented, capable; handsome
峻	峻	峻	jùn	たかい,けわしい,きびしい	シュン	high, steep, towering; stern
竣	竣	竣	jùn	おわる	シュン,セン	terminate, end, finish; quit
郡	郡	郡	jùn	こおり	グン,クン	administrative division
駿	骏	駿	jùn	すぐれる,おおきい,ながい	シュン	excellent horse, noble steed
軍	军	軍	jūn	つわもの,いくさ	グン,クン	army, military; soldiers, troops
君	君	君	jūn	きみ	クン	sovereign, monarch, ruler, chief, prince
均	均	均	jūn	ととのえる,ひとしい	キン,イン,ウン,オン,エン	equal, even, fair; all, also
皸	皲	皸	jūn	ひび,あかぎれ	クン,キン	crack, chap
菌	菌	菌	jūn	きのこ	キン,ケン	mushroom; germ, microbe
鈞	钧	鈞	jūn	ひとしい,ろくろ	キン	unit of measure equivalent to thirty catties
卡	卡	卡	kǎ		サフ,サ,カ,ゾウ,ソウ	card, punch card; calorie
咖	咖	咖	kā		カ	coffee; a phonetic
喀	喀	喀	kā	はく	カク,キャク	vomit; used in transliterations
凱	凯	凱	kǎi	かちどき,やわらぐ	ガイ,カイ	triumphant; triumph, victory
慨	慨	慨	kǎi	なげく	ガイ,カイ	sigh, regret; generous
楷	楷	楷	kǎi	かた,のっとる,ただしい	カイ	model style of Chinese writing
鎧	铠	鎧	kǎi	よろい	ガイ,カイ	armor, chain mail
開	开	開	kāi	ひらく,あく,ひらける,あける	カイ,ケン	open; initiate, begin, start
看	看	看	kàn	みる	カン	look, see; examine, scrutinize
